31,2238095
24,3978255
12,4538895
15,8945295
28,4467215
52,1256975
54,4235535
40,9436175
30,2407695
36,6243855
25,1658255
28,7047695
33,0485775
21,7743375
41,8467855
34,0930575
23,5069455
25,1904015
37,9514895
12,9085455
38,7194895
27,5927055
16,4843535
36,1390095
11,7288975
42,3997455
42,6455055
33,3434895
11,3111055
53,5265295
18,3521295
13,8240015
19,4764815
15,3169935
30,5725455
53,5019535
57,5938575
33,1468815
29,3560335
59,6152335
45,9141135
34,7688975
10,8195855
34,0193295
20,4410895
43,1063055
19,8696975
52,6663695
58,1038095
27,1872015
40,1756175
12,9024015
19,0771215
13,5168015
27,9552015
53,1640335
33,6076815
39,3277455
51,9475215
24,9569295
30,2960655
37,8716175
45,3857295
41,9020815
39,5059215
49,6005135
17,5718415
57,9256335
36,1267215
59,3940495
33,3127695
46,1291535
48,5867535
38,8423695
57,2497935
52,2178575
15,6979215
38,8853775
57,9379215
37,9146255
30,8121615
20,4656655
18,7576335
43,6715535
40,4029455
21,5408655
37,4538255
46,9032975
29,9212815
53,9136015
57,4525455
44,6484495
33,3926415
42,3997455
50,3255055
58,7919375
22,7758095
40,7654415
38,9345295
49,6926735
14,5367055
39,4321935
40,7162895
59,0131215
57,2067855
27,6172815
56,8688655
13,5598095
55,7076495
32,8335375
59,5599375
56,7828495
58,4110095
29,6263695
30,0011535
42,7622415
39,3768975
50,1964815
49,8278415
19,5932175
46,1414415
41,9082255
40,7285775
37,1466255
9,8119695
37,4906895
45,1153935
19,2307215
35,4263055
18,6286095
47,4562575
22,9908495
54,7860495
31,5985935
52,9551375
33,4233615
51,9966735
25,6143375
44,0893455
44,3842575
13,2526095



































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































